order_item_id,order_id,brand,category,price,discount,sale_flag
341,161,H&M,Bags,33.39,0.0,0
342,161,H&M,Lingerie,80.15,0.0,0
343,162,Prada,Beauty,1049.96,0.0,0
344,162,Prada,Footwear,862.91,0.0,0
345,162,Prada,Tops,891.83,0.0,0
346,163,Shein,Jeans,44.8,0.0,0
347,163,Shein,Outerwear,15.1,0.0,0
348,163,Shein,Footwear,13.81,1.9,1
349,164,Gucci,Dresses,1629.5,0.0,0
350,165,Prada,Outerwear,2666.04,0.0,0
351,165,Prada,Dresses,1663.46,0.0,0
352,165,Prada,Jeans,1399.65,287.56,1
353,166,Shein,Dresses,43.2,8.68,1
354,167,Urban Outfitters,Dresses,41.41,0.0,0
355,168,Shein,Jeans,24.6,0.0,0
356,168,Shein,Swimwear,25.14,0.0,0
357,169,H&M,Activewear,83.65,21.6,1
358,170,Zara,Accessories,90.31,0.0,0
359,171,Gucci,Tops,1059.28,0.0,0
360,171,Gucci,Beauty,879.58,0.0,0
361,172,Loewe,Dresses,1650.47,0.0,0
362,173,Loewe,Lingerie,1135.7,0.0,0
363,174,H&M,Outerwear,87.6,0.0,0
364,174,H&M,Footwear,12.43,2.49,1
365,174,H&M,Activewear,80.26,0.0,0
366,175,Under Armour,Activewear,68.82,0.0,0
367,175,Under Armour,Swimwear,75.47,20.2,1
368,175,Under Armour,Swimwear,121.68,0.0,0
369,176,Urban Outfitters,Jeans,77.85,0.0,0
370,177,Under Armour,Dresses,72.08,0.0,0
371,177,Under Armour,Dresses,91.8,0.0,0
372,178,Gucci,Outerwear,3459.39,0.0,0
373,178,Gucci,Dresses,2302.32,0.0,0
374,178,Gucci,Accessories,771.57,0.0,0
375,179,Zara,Outerwear,54.34,0.0,0
376,179,Zara,Activewear,44.0,0.0,0
377,180,H&M,Bags,49.69,0.0,0
378,180,H&M,Bags,98.11,0.0,0
379,180,H&M,Dresses,53.98,9.09,1
380,181,H&M,Footwear,92.49,28.04,1
381,182,Prada,Bags,2531.3,0.0,0
382,182,Prada,Lingerie,763.93,0.0,0
383,182,Prada,Accessories,401.95,0.0,0
384,183,Under Armour,Bags,76.04,9.52,1
385,184,H&M,Tops,98.72,0.0,0
386,184,H&M,Beauty,47.9,4.97,1
387,184,H&M,Beauty,14.18,0.0,0
388,185,Girlfriend Collective,Bags,59.96,0.0,0
389,185,Girlfriend Collective,Outerwear,40.55,0.0,0
390,185,Girlfriend Collective,Swimwear,70.54,0.0,0
391,186,Loewe,Accessories,699.46,0.0,0
392,187,H&M,Swimwear,60.5,0.0,0
393,188,Urban Outfitters,Home,210.58,0.0,0
394,188,Urban Outfitters,Lingerie,97.67,0.0,0
395,189,Under Armour,Swimwear,30.0,3.87,1
396,190,Gucci,Footwear,1139.07,0.0,0
397,190,Gucci,Tops,1438.61,0.0,0
398,191,Gucci,Footwear,546.04,0.0,0
399,191,Gucci,Footwear,1373.16,0.0,0
400,191,Gucci,Footwear,836.17,0.0,0
401,192,Girlfriend Collective,Dresses,73.63,0.0,0
402,192,Girlfriend Collective,Outerwear,107.99,10.9,1
403,192,Girlfriend Collective,Footwear,69.29,17.14,1
404,193,H&M,Lingerie,46.79,6.78,1
405,193,H&M,Accessories,70.23,0.0,0
406,194,Chanel,Footwear,895.73,0.0,0
407,195,Girlfriend Collective,Accessories,97.96,23.57,1
408,195,Girlfriend Collective,Swimwear,77.14,9.99,1
409,196,Girlfriend Collective,Home,68.63,0.0,0
410,197,H&M,Bags,88.69,0.0,0
411,197,H&M,Dresses,57.96,0.0,0
412,197,H&M,Swimwear,56.9,0.0,0
413,198,Urban Outfitters,Lingerie,89.39,0.0,0
414,198,Urban Outfitters,Swimwear,34.64,1.93,1
415,199,Zara,Bags,48.77,0.0,0
416,199,Zara,Swimwear,108.34,0.0,0
417,199,Zara,Lingerie,107.2,0.0,0
418,200,Urban Outfitters,Jeans,86.67,0.0,0
419,201,Shein,Beauty,27.53,4.78,1
420,202,Chanel,Accessories,443.44,0.0,0
421,203,Zara,Bags,47.08,0.0,0
422,203,Zara,Accessories,64.22,0.0,0
423,204,Zara,Outerwear,53.05,0.0,0
424,205,Loewe,Tops,700.0,0.0,0
425,205,Loewe,Footwear,776.54,0.0,0
426,206,Girlfriend Collective,Accessories,67.65,0.0,0
427,207,Under Armour,Dresses,62.52,0.0,0
428,207,Under Armour,Swimwear,120.89,0.0,0
429,207,Under Armour,Activewear,97.39,0.0,0
430,208,Gucci,Activewear,409.39,0.0,0
431,208,Gucci,Jeans,1062.46,0.0,0
432,208,Gucci,Outerwear,3597.47,0.0,0
433,209,Under Armour,Dresses,169.2,0.0,0
434,209,Under Armour,Bags,69.85,0.0,0
435,209,Under Armour,Jeans,93.73,0.0,0
436,210,Girlfriend Collective,Tops,77.04,0.0,0
437,210,Girlfriend Collective,Tops,70.33,0.0,0
438,210,Girlfriend Collective,Activewear,91.04,0.0,0
439,211,Loewe,Dresses,1209.61,0.0,0
440,211,Loewe,Bags,1933.32,0.0,0
441,211,Loewe,Outerwear,3149.99,0.0,0
442,212,Prada,Bags,1990.93,0.0,0
443,213,Zara,Bags,56.37,0.0,0
444,214,Prada,Jeans,1433.4,0.0,0
445,215,Urban Outfitters,Swimwear,92.58,0.0,0
446,215,Urban Outfitters,Home,188.88,12.4,1
447,215,Urban Outfitters,Jeans,33.3,0.0,0
448,216,Urban Outfitters,Outerwear,52.6,0.0,0
449,216,Urban Outfitters,Dresses,101.72,20.84,1
450,216,Urban Outfitters,Jeans,95.45,0.0,0
451,217,Urban Outfitters,Jeans,111.82,0.0,0
452,217,Urban Outfitters,Footwear,40.73,0.0,0
453,217,Urban Outfitters,Dresses,69.71,0.0,0
454,218,Loewe,Activewear,867.46,49.35,1
455,218,Loewe,Beauty,916.61,0.0,0
456,218,Loewe,Dresses,1398.71,0.0,0
457,219,H&M,Accessories,95.77,0.0,0
458,219,H&M,Dresses,43.98,0.0,0
459,219,H&M,Lingerie,97.56,25.91,1
460,220,H&M,Activewear,99.65,30.75,1
461,220,H&M,Outerwear,64.44,0.0,0
462,220,H&M,Jeans,63.43,0.0,0
463,221,Chanel,Accessories,400.71,0.0,0
464,222,Loewe,Lingerie,815.38,0.0,0
465,223,H&M,Jeans,37.26,0.0,0
466,223,H&M,Beauty,59.93,9.89,1
467,224,H&M,Tops,92.51,0.0,0
468,225,Loewe,Lingerie,581.43,0.0,0
469,225,Loewe,Tops,1441.59,0.0,0
470,225,Loewe,Accessories,473.17,0.0,0
471,226,Loewe,Tops,1302.44,0.0,0
472,226,Loewe,Jeans,1540.25,0.0,0
473,226,Loewe,Bags,2245.34,0.0,0
474,227,Zara,Tops,11.24,0.0,0
475,227,Zara,Outerwear,56.27,0.0,0
476,228,Girlfriend Collective,Swimwear,71.67,0.0,0
477,228,Girlfriend Collective,Footwear,62.4,0.0,0
478,229,H&M,Tops,32.87,2.0,1
479,230,Urban Outfitters,Tops,20.0,0.0,0
480,230,Urban Outfitters,Bags,65.14,0.0,0
481,231,Shein,Outerwear,49.57,4.98,1
482,232,Under Armour,Swimwear,97.52,0.0,0
483,233,Zara,Beauty,53.83,8.0,1
484,233,Zara,Beauty,89.04,0.0,0
485,234,Under Armour,Footwear,156.14,11.6,1
486,235,Girlfriend Collective,Lingerie,76.68,0.0,0
487,235,Girlfriend Collective,Tops,74.08,0.0,0
488,236,Zara,Beauty,24.35,0.0,0
489,237,H&M,Jeans,116.8,32.85,1
490,237,H&M,Dresses,73.39,8.25,1
491,238,Girlfriend Collective,Jeans,117.5,23.18,1
492,238,Girlfriend Collective,Home,90.15,0.0,0
493,238,Girlfriend Collective,Beauty,121.03,0.0,0
494,239,Under Armour,Bags,85.51,0.0,0
495,239,Under Armour,Outerwear,79.29,0.0,0
496,240,Gucci,Jeans,1502.82,0.0,0
497,240,Gucci,Dresses,971.87,148.23,1
498,240,Gucci,Beauty,818.47,0.0,0
499,241,Under Armour,Swimwear,86.48,16.47,1
500,241,Under Armour,Bags,116.52,0.0,0
501,241,Under Armour,Beauty,59.59,0.0,0
502,242,Under Armour,Dresses,34.08,0.0,0
503,242,Under Armour,Dresses,108.66,0.0,0
504,242,Under Armour,Dresses,102.79,0.0,0
505,243,Zara,Swimwear,58.81,16.01,1
506,244,Prada,Dresses,1325.67,0.0,0
507,245,Gucci,Lingerie,715.59,0.0,0
508,245,Gucci,Jeans,1632.17,0.0,0
509,246,Urban Outfitters,Tops,89.89,0.0,0
510,247,Urban Outfitters,Beauty,154.34,0.0,0
511,247,Urban Outfitters,Home,154.93,0.0,0
512,248,Gucci,Jeans,1640.18,0.0,0
513,249,Chanel,Tops,1258.3,0.0,0
514,250,Urban Outfitters,Swimwear,62.55,8.77,1
515,250,Urban Outfitters,Jeans,61.39,0.0,0
516,250,Urban Outfitters,Dresses,20.0,1.91,1
517,251,H&M,Lingerie,26.44,3.66,1
518,251,H&M,Tops,66.95,0.0,0
519,252,Prada,Lingerie,886.49,0.0,0
520,252,Prada,Outerwear,3451.52,586.43,1
521,252,Prada,Lingerie,737.64,0.0,0
522,253,Chanel,Tops,2061.46,0.0,0
523,253,Chanel,Swimwear,675.03,0.0,0
524,253,Chanel,Accessories,564.43,0.0,0
525,254,Urban Outfitters,Tops,71.34,19.11,1
526,254,Urban Outfitters,Footwear,42.01,0.0,0
527,255,Loewe,Beauty,1057.19,0.0,0
528,255,Loewe,Home,604.97,0.0,0
529,255,Loewe,Beauty,941.28,0.0,0
530,256,Girlfriend Collective,Home,102.57,0.0,0
531,256,Girlfriend Collective,Bags,96.17,10.56,1
532,257,Gucci,Outerwear,4300.59,0.0,0
533,257,Gucci,Tops,1294.18,0.0,0
534,258,Girlfriend Collective,Swimwear,62.45,4.32,1
535,259,H&M,Bags,68.44,0.0,0
536,260,Gucci,Outerwear,4256.08,0.0,0
537,260,Gucci,Lingerie,956.56,0.0,0
538,260,Gucci,Bags,2312.44,0.0,0
539,261,Prada,Swimwear,779.06,0.0,0
540,262,Loewe,Home,655.66,0.0,0
541,263,Zara,Footwear,46.93,0.0,0
542,263,Zara,Activewear,57.94,0.0,0
543,264,Prada,Footwear,1038.6,0.0,0
544,264,Prada,Dresses,1292.26,0.0,0
545,265,Zara,Accessories,70.92,0.0,0
546,265,Zara,Accessories,53.82,0.0,0
547,265,Zara,Bags,59.81,0.0,0
548,266,Urban Outfitters,Home,52.74,0.0,0
549,267,Shein,Accessories,32.51,9.03,1
550,268,Loewe,Beauty,586.09,0.0,0
551,268,Loewe,Accessories,671.85,0.0,0
552,268,Loewe,Home,952.54,0.0,0
553,269,H&M,Swimwear,65.99,0.0,0
554,269,H&M,Home,32.35,0.0,0
555,270,Chanel,Accessories,1019.73,0.0,0
556,270,Chanel,Dresses,1365.74,205.34,1
557,270,Chanel,Swimwear,661.18,0.0,0
558,271,Under Armour,Swimwear,129.24,0.0,0
559,271,Under Armour,Jeans,120.52,38.22,1
560,272,Prada,Home,921.68,0.0,0
561,272,Prada,Dresses,1562.11,0.0,0
