customer_id,join_date,country,loyalty_tier,return_rate,fraud_flag
416,2025-10-31,CA,None,0.203,0
417,2024-05-06,CA,Silver,0.357,0
418,2023-06-05,US,Silver,0.38,0
419,2024-11-15,CA,None,0.081,0
420,2024-05-17,US,None,0.105,0
421,2024-03-23,US,None,0.432,0
422,2024-08-09,CA,None,0.102,0
423,2024-11-17,US,None,0.031,0
424,2023-10-17,US,None,0.058,0
425,2024-02-10,US,None,0.237,0
426,2023-10-19,US,None,0.263,0
427,2025-10-11,US,Silver,0.096,0
428,2024-07-27,US,Silver,0.205,0
429,2025-02-11,US,Silver,0.076,0
430,2024-11-17,CA,None,0.176,0
431,2024-02-10,US,None,0.045,0
432,2023-07-06,US,None,0.208,0
433,2025-09-23,CA,None,0.3,0
434,2025-02-03,US,Gold,0.332,0
435,2023-06-15,CA,Silver,0.219,0
436,2023-08-15,US,Silver,0.278,0
437,2024-10-03,US,None,0.106,0
438,2023-06-29,US,Gold,0.1,0
439,2024-03-16,US,None,0.198,0
440,2023-09-10,CA,None,0.178,0
441,2023-05-11,CA,Gold,0.137,0
442,2023-10-09,US,Silver,0.39,0
443,2025-10-01,US,None,0.008,0
444,2022-11-14,US,Gold,0.16,0
445,2023-12-18,US,None,0.053,0
446,2024-02-17,US,None,0.383,0
447,2025-01-04,US,None,0.236,0
448,2024-08-24,US,Gold,0.136,0
449,2025-09-03,CA,None,0.079,0
450,2024-10-28,CA,None,0.222,0
451,2024-08-30,US,None,0.066,0
452,2024-08-26,CA,Gold,0.247,0
453,2023-06-01,US,Silver,0.455,0
454,2024-04-13,US,None,0.408,0
455,2023-04-13,CA,None,0.094,0
456,2023-02-03,US,Gold,0.409,0
457,2025-03-03,US,Gold,0.033,0
458,2023-07-14,US,None,0.155,1
459,2024-07-21,US,None,0.098,0
460,2025-03-08,CA,None,0.029,1
461,2024-03-31,CA,Gold,0.307,0
462,2024-03-30,US,None,0.335,0
463,2023-04-27,CA,Silver,0.333,0
464,2024-05-30,US,None,0.184,1
465,2024-02-21,US,None,0.227,0
466,2025-11-06,US,Silver,0.454,0
467,2024-01-20,US,None,0.166,0
468,2023-11-20,US,None,0.223,0
469,2023-01-09,US,None,0.137,0
470,2023-04-06,US,None,0.353,0
471,2024-06-08,US,None,0.343,0
472,2024-11-17,US,None,0.245,0
473,2023-03-13,US,None,0.183,0
474,2024-08-11,US,None,0.23,0
475,2024-12-16,CA,Silver,0.228,0
476,2025-02-13,US,Silver,0.047,0
477,2023-08-08,US,None,0.228,0
478,2024-08-17,US,Silver,0.404,0
479,2025-08-14,US,Silver,0.103,0
480,2023-07-08,US,None,0.229,0
481,2024-10-22,US,Silver,0.19,0
482,2025-03-30,US,Silver,0.159,0
483,2024-02-08,US,Silver,0.326,0
484,2024-06-14,US,None,0.126,0
485,2024-12-01,US,Gold,0.297,0
486,2023-02-23,CA,None,0.229,0
487,2023-02-24,US,None,0.062,0
488,2023-02-20,US,Gold,0.135,0
489,2023-10-24,US,None,0.193,0
490,2024-01-28,US,Gold,0.112,0
491,2023-06-19,CA,None,0.193,0
492,2023-08-16,CA,None,0.176,0
493,2025-10-04,US,None,0.134,0
494,2023-06-02,CA,None,0.081,0
495,2025-08-29,US,Silver,0.263,0
496,2023-07-28,US,None,0.005,0
497,2024-08-02,US,None,0.166,0
498,2025-02-15,US,Platinum,0.284,0
499,2023-04-17,CA,Gold,0.305,0
500,2022-11-16,US,None,0.157,0
501,2023-04-21,US,Platinum,0.461,0
502,2024-09-16,US,Silver,0.068,0
503,2024-04-29,US,Silver,0.174,0
504,2023-09-19,US,Silver,0.165,0
505,2024-09-28,US,Gold,0.056,0
506,2023-09-10,US,Silver,0.197,0
507,2022-11-27,US,Silver,0.18,0
508,2025-10-02,US,Silver,0.073,0
509,2023-05-28,US,Silver,0.224,0
510,2023-10-29,US,None,0.043,0
511,2023-06-05,US,Gold,0.274,0
512,2023-10-30,US,Gold,0.125,0
513,2024-09-29,CA,None,0.5,0
514,2022-12-16,US,Gold,0.11,0
515,2025-05-25,US,None,0.178,0
516,2025-02-23,CA,Gold,0.238,0
517,2024-09-24,CA,Silver,0.137,0
518,2025-05-29,US,None,0.296,0
519,2025-01-08,US,Silver,0.198,1
520,2025-03-25,US,None,0.027,0
521,2023-03-19,US,Silver,0.058,0
522,2023-01-03,US,Platinum,0.322,0
523,2024-03-18,US,Silver,0.206,0
524,2024-12-12,US,Platinum,0.157,0
525,2023-04-20,US,Silver,0.199,0
526,2025-10-29,CA,Silver,0.058,0
527,2025-01-08,US,Platinum,0.148,0
528,2025-10-17,CA,None,0.195,0
529,2023-08-27,US,None,0.519,0
530,2025-03-04,US,None,0.149,0
531,2024-07-20,CA,Gold,0.152,0
532,2024-10-06,US,Silver,0.197,0
533,2023-07-02,US,None,0.184,0
534,2024-01-10,US,Gold,0.15,0
535,2023-11-19,US,Silver,0.325,0
536,2023-04-28,CA,Silver,0.147,0
537,2025-05-03,US,None,0.325,0
538,2025-05-15,US,Silver,0.163,0
539,2024-12-20,US,Silver,0.297,0
540,2024-01-29,US,None,0.226,0
541,2024-02-29,US,Gold,0.159,0
542,2023-03-11,US,None,0.062,0
543,2024-05-20,US,None,0.469,0
544,2025-09-07,US,None,0.155,0
545,2023-01-17,US,Gold,0.215,0
546,2024-09-03,US,None,0.113,0
547,2025-09-16,US,None,0.123,0
548,2023-10-15,US,None,0.304,0
549,2025-08-16,US,Silver,0.388,0
550,2024-01-07,CA,None,0.274,0
551,2025-10-05,US,None,0.176,0
552,2025-02-17,US,None,0.271,0
553,2024-11-05,US,None,0.136,0
554,2023-01-07,US,Platinum,0.198,0
555,2023-12-19,US,None,0.088,0
556,2022-11-29,CA,Silver,0.087,0
557,2025-03-08,US,Gold,0.26,0
558,2025-09-06,CA,Silver,0.233,0
559,2023-01-05,US,None,0.227,0
560,2023-10-03,US,Silver,0.164,0
561,2025-10-21,US,Silver,0.202,0
562,2025-06-02,CA,Silver,0.109,0
563,2025-05-29,CA,None,0.026,0
564,2025-09-23,US,Gold,0.202,0
565,2024-12-27,US,None,0.055,0
566,2025-01-26,US,None,0.295,0
567,2025-02-26,US,None,0.358,0
568,2023-07-31,US,None,0.473,0
569,2024-04-14,US,Platinum,0.188,0
570,2023-07-24,US,None,0.109,0
571,2025-05-28,US,Silver,0.215,0
572,2025-07-23,CA,None,0.156,0
573,2023-06-15,CA,Silver,0.175,0
574,2023-02-24,US,Silver,0.345,1
575,2024-04-16,US,Platinum,0.155,0
576,2025-10-02,US,Silver,0.147,0
577,2024-11-16,US,None,0.088,0
578,2024-07-20,US,Gold,0.18,0
579,2024-10-27,US,None,0.363,0
580,2024-06-08,US,None,0.123,0
581,2023-05-19,US,Silver,0.326,0
582,2025-01-23,US,Gold,0.169,0
583,2023-04-20,US,None,0.329,0
584,2023-01-03,US,None,0.292,0
585,2023-08-21,US,None,0.076,0
586,2024-03-07,CA,None,0.313,0
587,2025-05-02,US,Silver,0.057,0
588,2024-07-19,US,Silver,0.067,0
589,2024-01-27,US,Silver,0.135,0
590,2024-03-02,CA,None,0.415,0
591,2023-02-20,US,Silver,0.249,0
592,2025-09-25,US,Gold,0.088,0
593,2023-09-13,US,None,0.04,0
594,2025-07-04,US,Platinum,0.273,0
595,2023-05-05,CA,Gold,0.201,0
596,2023-05-01,US,Silver,0.223,0
597,2025-03-20,US,None,0.243,0
598,2025-01-15,US,None,0.36,0
599,2023-07-02,US,None,0.175,0
600,2023-04-13,US,None,0.332,0
601,2023-08-18,US,Silver,0.099,0
602,2024-12-06,US,Silver,0.04,0
603,2022-12-06,US,None,0.298,0
604,2025-08-08,CA,None,0.078,0
605,2023-11-17,CA,None,0.215,0
606,2024-05-26,CA,None,0.391,0
607,2024-08-18,CA,None,0.046,0
608,2024-01-15,US,Silver,0.22,0
609,2023-08-01,CA,None,0.039,0
610,2025-02-07,US,Gold,0.176,0
611,2023-10-09,US,None,0.01,0
612,2024-04-25,CA,Gold,0.057,0
613,2024-06-13,US,Silver,0.111,0
614,2024-01-10,CA,None,0.036,0
615,2023-11-01,US,None,0.244,0
616,2025-10-12,CA,None,0.228,0
617,2024-02-04,US,None,0.423,0
618,2024-07-13,US,None,0.073,0
619,2025-10-24,US,Silver,0.144,0
620,2024-01-06,US,Gold,0.052,0
621,2025-02-21,CA,None,0.118,0
622,2023-03-14,US,None,0.466,0
623,2025-09-15,US,None,0.282,0
624,2023-06-16,US,Silver,0.075,0
625,2025-05-31,US,Silver,0.021,1
626,2024-12-30,US,Silver,0.019,0
627,2023-12-14,US,None,0.241,0
628,2023-05-08,US,Gold,0.109,0
629,2023-11-01,US,None,0.583,0
630,2023-10-15,US,Silver,0.143,0
631,2024-04-25,US,None,0.12,0
632,2025-11-06,US,None,0.051,0
633,2024-07-07,US,None,0.32,0
634,2025-01-16,US,None,0.143,0
635,2024-05-01,CA,None,0.145,0
636,2023-10-04,US,None,0.196,0
637,2024-02-25,US,None,0.158,0
638,2023-12-20,US,None,0.254,0
639,2024-10-30,US,None,0.06,0
640,2023-07-24,US,None,0.132,0
641,2024-10-04,CA,None,0.127,0
642,2023-02-10,US,None,0.276,0
643,2024-05-14,CA,Silver,0.35,0
644,2024-12-28,CA,Silver,0.085,0
645,2022-11-29,US,None,0.305,0
646,2022-12-29,CA,Gold,0.054,0
647,2024-09-15,CA,None,0.175,0
648,2023-02-16,US,Silver,0.175,0
649,2023-06-25,US,None,0.351,0
650,2024-12-15,US,Gold,0.267,0
651,2024-06-16,US,Silver,0.064,0
652,2023-01-22,US,Silver,0.274,0
653,2024-10-08,US,None,0.216,0
654,2025-10-26,US,None,0.419,1
655,2025-04-27,US,None,0.12,0
656,2024-11-13,US,None,0.151,0
657,2023-02-15,US,None,0.422,0
658,2024-09-01,CA,Silver,0.354,0
659,2024-08-02,CA,None,0.066,0
660,2023-06-22,CA,None,0.184,0
661,2023-12-17,US,None,0.233,0
662,2023-11-27,US,None,0.265,0
663,2024-09-08,US,None,0.071,0
664,2024-09-21,CA,None,0.419,0
665,2024-04-20,US,Gold,0.039,0
666,2025-01-23,US,Silver,0.086,0
667,2025-03-24,US,None,0.397,0
668,2025-09-23,US,None,0.19,0
669,2023-09-26,US,Gold,0.185,0
670,2024-09-29,CA,Silver,0.169,0
671,2022-11-13,US,Platinum,0.09,0
672,2025-10-11,US,Silver,0.047,0
673,2025-05-10,US,None,0.219,0
674,2024-01-19,US,None,0.226,0
675,2023-08-17,US,Silver,0.227,0
676,2025-06-11,CA,Silver,0.105,0
677,2024-05-16,US,None,0.074,0
678,2023-08-17,US,Silver,0.164,0
679,2025-08-27,CA,None,0.469,0
680,2024-08-18,US,None,0.178,0
681,2025-03-30,US,Gold,0.143,0
682,2025-06-12,US,Silver,0.166,0
683,2023-10-03,US,Gold,0.18,0
684,2023-05-31,CA,None,0.396,0
685,2023-04-18,CA,None,0.263,0
686,2025-04-05,US,None,0.11,0
687,2025-07-24,US,Gold,0.128,0
688,2023-04-02,US,None,0.179,0
689,2024-03-23,US,None,0.206,0
690,2023-07-06,US,None,0.084,0
691,2023-02-17,US,Gold,0.135,0
