return_id,order_item_id,request_date,days_since_purchase,receipt_flag,item_condition,return_reason,label,order_id,brand,category,price,discount,sale_flag,customer_id
62,10490,2025-09-19,6,1,new,Too large,eligible,5227,Urban Outfitters,Home,43.35,11.21,1,119
63,4662,2024-10-20,48,0,new,Wrong item,ineligible,2345,Shein,Dresses,21.86,1.64,1,663
64,11654,2025-10-20,9,1,tried-on,No reason,ineligible,5830,H&M,Beauty,104.73,0.0,0,1144
65,2908,2025-10-12,60,1,new,Changed mind,ineligible,1457,Loewe,Accessories,300.0,0.0,0,570
66,15139,2024-01-23,56,0,new,Defective,ineligible,7579,Loewe,Dresses,1374.09,0.0,0,1299
67,6322,2024-09-01,51,1,new,Defective,ineligible,3153,Shein,Footwear,12.79,0.0,0,294
68,11701,2024-03-20,2,1,new,Too small,eligible,5853,H&M,Accessories,20.54,0.0,0,556
69,7393,2025-11-19,41,1,new,No reason,ineligible,3681,Urban Outfitters,Lingerie,21.73,0.0,0,151
70,13179,2025-03-26,12,0,tried-on,Defective,needs_review,6611,H&M,Accessories,84.06,0.0,0,852
71,14658,2024-11-15,44,0,new,Defective,ineligible,7345,Zara,Lingerie,50.91,0.0,0,1048
72,12829,2025-07-13,37,1,new,Too large,ineligible,6427,Chanel,Accessories,572.84,180.51,1,678
73,1950,2025-08-31,47,1,new,Too small,ineligible,966,H&M,Bags,71.22,18.34,1,521
74,15808,2024-09-08,49,1,tried-on,Changed mind,ineligible,7909,Gucci,Swimwear,850.27,0.0,0,341
75,13460,2024-08-09,42,1,new,Defective,ineligible,6747,Loewe,Lingerie,919.43,0.0,0,165
76,5564,2025-10-09,47,1,tried-on,Changed mind,ineligible,2795,Chanel,Bags,8000.0,0.0,0,869
77,11745,2025-06-06,17,1,tried-on,Changed mind,eligible,5878,Shein,Lingerie,11.41,0.0,0,1025
78,13357,2024-03-22,45,1,new,Too large,ineligible,6700,Prada,Swimwear,746.74,0.0,0,308
79,3398,2024-05-07,55,1,new,No reason,eligible,1701,Under Armour,Swimwear,111.61,0.0,0,182
80,3544,2025-03-26,37,1,tried-on,Defective,ineligible,1779,Chanel,Footwear,1186.33,92.8,1,206
81,7682,2024-01-15,8,1,new,No reason,eligible,3828,Zara,Home,31.93,0.0,0,417
82,14270,2024-07-14,42,1,worn,Changed mind,ineligible,7149,Girlfriend Collective,Jeans,67.96,15.97,1,36
83,4271,2023-11-30,8,1,new,Wrong item,eligible,2150,H&M,Tops,42.42,0.0,0,938
84,6853,2024-01-03,55,1,tried-on,Defective,ineligible,3409,Shein,Activewear,27.86,0.0,0,1131
85,1376,2025-08-14,40,1,new,Changed mind,ineligible,671,H&M,Lingerie,64.41,0.0,0,1033
86,10326,2024-04-26,52,1,tried-on,Too small,ineligible,5147,Urban Outfitters,Accessories,111.28,9.14,1,90
87,2311,2024-10-22,35,1,new,Wrong item,eligible,1149,Under Armour,Activewear,83.18,0.0,0,485
88,6635,2024-11-26,51,1,new,Too small,ineligible,3306,Urban Outfitters,Swimwear,86.09,12.77,1,1487
89,1456,2024-03-30,59,1,new,No reason,ineligible,711,H&M,Footwear,63.61,0.0,0,141
90,14556,2025-06-27,11,1,new,Too large,eligible,7294,Zara,Outerwear,14.47,3.1,1,1355
91,13069,2024-01-05,19,1,new,Too large,eligible,6554,H&M,Lingerie,51.72,16.5,1,734
92,15613,2024-10-03,19,1,tried-on,Changed mind,needs_review,7821,Chanel,Home,538.96,0.0,0,1126
93,5252,2024-06-14,53,1,tried-on,Changed mind,ineligible,2640,Shein,Accessories,6.4,0.0,0,1410
94,9091,2025-09-21,12,1,new,Changed mind,eligible,4525,Loewe,Outerwear,2981.52,0.0,0,796
95,10203,2025-03-06,15,1,new,Defective,eligible,5088,Urban Outfitters,Accessories,65.11,0.0,0,375
96,3463,2025-11-23,26,1,new,No reason,ineligible,1736,Gucci,Jeans,1647.99,114.37,1,1105
97,15333,2025-11-09,2,1,tried-on,Too small,eligible,7681,H&M,Jeans,70.43,0.0,0,720
98,11528,2024-01-05,50,0,new,Too small,ineligible,5762,Shein,Footwear,33.29,0.0,0,1119
99,7522,2024-06-07,14,1,tried-on,No reason,eligible,3751,Gucci,Swimwear,1126.7,0.0,0,1220
100,9968,2024-12-05,53,1,new,Changed mind,ineligible,4963,Chanel,Activewear,666.4,0.0,0,1449
101,10271,2024-12-12,30,1,new,Too large,ineligible,5122,Gucci,Accessories,892.87,0.0,0,766
102,13394,2025-06-11,1,1,new,Too large,eligible,6715,Gucci,Home,585.13,0.0,0,975
103,1773,2025-01-27,42,1,new,Changed mind,ineligible,870,Shein,Beauty,36.32,0.0,0,1119
104,889,2024-03-12,10,1,new,Changed mind,eligible,436,Under Armour,Home,56.76,0.0,0,343
105,11639,2024-10-30,19,0,tried-on,Wrong item,ineligible,5822,Urban Outfitters,Beauty,118.32,0.0,0,135
106,5429,2025-06-25,21,1,new,No reason,needs_review,2725,Chanel,Bags,8882.03,0.0,0,662
107,14668,2025-02-26,4,1,new,Too small,eligible,7352,Loewe,Footwear,963.72,0.0,0,87
108,7096,2024-10-02,35,1,new,Too large,needs_review,3528,Zara,Dresses,31.16,0.0,0,1317
109,15342,2024-07-17,7,1,new,No reason,eligible,7684,H&M,Dresses,87.06,0.0,0,913
110,454,2025-09-18,4,1,tried-on,No reason,eligible,218,Loewe,Activewear,867.46,49.35,1,778
111,12058,2024-12-10,49,1,damaged,Too small,ineligible,6039,Prada,Swimwear,416.47,0.0,0,1383
112,7148,2025-07-12,1,1,new,Changed mind,eligible,3556,Prada,Jeans,1164.97,0.0,0,946
113,3363,2025-05-14,38,1,new,Too small,eligible,1685,Under Armour,Swimwear,90.24,28.37,1,70
114,11449,2024-01-18,33,1,worn,Changed mind,ineligible,5721,Urban Outfitters,Bags,80.05,0.0,0,340
115,8955,2024-02-02,39,1,new,Changed mind,ineligible,4454,Urban Outfitters,Home,20.0,0.0,0,1086
116,8385,2024-06-13,26,1,new,Defective,ineligible,4178,Loewe,Home,722.26,0.0,0,145
117,4513,2024-11-01,12,1,new,Changed mind,eligible,2268,Girlfriend Collective,Activewear,39.79,0.0,0,306
118,5223,2024-02-17,3,0,new,Wrong item,needs_review,2625,Under Armour,Jeans,39.85,0.0,0,759
119,13544,2024-07-30,22,1,worn,No reason,ineligible,6794,Shein,Footwear,53.12,0.0,0,1316
120,4584,2025-05-22,0,1,damaged,Changed mind,ineligible,2306,Prada,Bags,2361.02,0.0,0,284
121,6861,2025-04-02,45,1,new,No reason,ineligible,3413,Loewe,Dresses,1771.03,0.0,0,1227
122,3770,2025-09-05,35,1,new,Too large,ineligible,1900,Gucci,Beauty,1037.42,0.0,0,237
123,15224,2024-05-20,51,1,new,Changed mind,eligible,7623,Under Armour,Accessories,71.62,7.64,1,466
124,873,2025-03-03,12,1,tried-on,Too small,eligible,429,H&M,Outerwear,38.46,11.13,1,1141
125,1387,2024-04-20,4,1,new,No reason,eligible,676,Shein,Lingerie,26.23,2.42,1,328
126,6499,2024-04-12,4,1,tried-on,Too small,eligible,3239,Girlfriend Collective,Lingerie,64.29,16.29,1,341
127,13945,2024-03-22,44,1,tried-on,Too small,ineligible,6991,H&M,Jeans,88.29,0.0,0,1048
128,13408,2024-05-04,39,1,new,No reason,ineligible,6723,Urban Outfitters,Footwear,46.16,15.47,1,1117
129,10309,2024-10-18,1,1,tried-on,Defective,eligible,5139,Urban Outfitters,Bags,51.37,14.38,1,260
130,15791,2024-06-03,50,1,new,Wrong item,ineligible,7901,Shein,Footwear,8.85,0.0,0,4
131,10988,2025-08-03,9,1,new,Too small,eligible,5487,Under Armour,Activewear,103.83,0.0,0,974
132,10637,2025-03-16,8,0,new,Too large,needs_review,5305,Urban Outfitters,Swimwear,97.06,9.16,1,362
133,11636,2025-09-13,21,1,new,Wrong item,eligible,5821,Urban Outfitters,Home,20.0,0.0,0,429
134,13712,2025-02-19,35,1,new,Too small,ineligible,6876,Prada,Swimwear,1075.73,0.0,0,825
135,13421,2024-05-11,59,1,new,No reason,ineligible,6729,Shein,Swimwear,30.97,0.0,0,550
136,5282,2025-09-29,44,1,damaged,No reason,ineligible,2654,Gucci,Swimwear,573.38,0.0,0,682
137,15477,2025-08-17,26,1,worn,Wrong item,ineligible,7754,Shein,Outerwear,18.4,0.0,0,836
138,15233,2025-07-17,41,1,tried-on,Too small,ineligible,7628,Shein,Bags,18.99,6.46,1,282
139,2742,2024-03-28,19,1,new,Defective,eligible,1376,Zara,Bags,76.03,0.0,0,751
140,10337,2025-02-01,49,1,tried-on,Too small,ineligible,5154,H&M,Dresses,82.27,0.0,0,1200
141,8211,2024-02-17,51,1,new,No reason,ineligible,4095,Girlfriend Collective,Tops,48.86,0.0,0,1291
142,927,2024-09-20,26,1,new,Wrong item,eligible,456,Shein,Jeans,43.42,2.85,1,1038
143,11351,2024-01-18,8,1,new,No reason,eligible,5677,Zara,Activewear,46.85,0.0,0,935
144,11886,2024-06-18,6,1,worn,Defective,ineligible,5955,H&M,Lingerie,76.96,19.0,1,1421
145,9479,2024-10-25,16,1,worn,Wrong item,ineligible,4715,Loewe,Accessories,416.27,0.0,0,1456
146,12326,2024-01-12,3,1,new,Wrong item,eligible,6175,H&M,Lingerie,59.3,11.59,1,1113
147,4951,2024-01-26,38,1,new,Defective,ineligible,2484,Shein,Bags,19.5,5.37,1,28
148,8398,2025-12-06,31,1,new,Too large,ineligible,4185,Prada,Jeans,2020.23,0.0,0,824
149,4075,2024-10-26,39,1,damaged,Too large,ineligible,2049,H&M,Tops,97.05,21.21,1,962
150,10301,2024-09-01,33,1,new,Too small,eligible,5136,Under Armour,Accessories,104.01,30.88,1,396
151,2917,2024-10-18,8,1,damaged,Too large,ineligible,1461,H&M,Outerwear,91.73,0.0,0,216
152,2650,2023-12-18,12,1,tried-on,Changed mind,eligible,1327,Girlfriend Collective,Swimwear,68.15,0.0,0,405
153,16001,2024-03-14,56,1,tried-on,Too small,ineligible,7999,Zara,Lingerie,47.44,0.0,0,324
154,10945,2024-05-16,36,1,tried-on,Too large,eligible,5464,Under Armour,Dresses,179.6,34.92,1,362
155,8135,2024-10-20,21,1,new,Defective,eligible,4056,Zara,Home,70.55,0.0,0,1374
156,9133,2025-05-19,38,1,new,Defective,ineligible,4547,Loewe,Activewear,1212.78,0.0,0,1047
157,15205,2024-08-18,19,1,damaged,No reason,ineligible,7612,Zara,Footwear,39.57,0.0,0,209
158,13075,2025-11-26,31,1,new,Defective,needs_review,6556,Zara,Jeans,84.05,0.0,0,1102
159,4018,2024-01-12,0,1,worn,Too small,ineligible,2023,Zara,Jeans,75.39,0.0,0,1094
160,10060,2024-09-06,53,1,tried-on,Wrong item,ineligible,5017,Urban Outfitters,Tops,44.92,0.0,0,1255
161,7191,2024-01-04,29,1,new,Wrong item,eligible,3579,Urban Outfitters,Bags,66.77,0.0,0,33
162,6010,2024-07-01,45,1,new,Defective,ineligible,3009,Girlfriend Collective,Jeans,82.64,0.0,0,837
163,7140,2025-11-28,40,1,damaged,Defective,ineligible,3552,Prada,Tops,1379.85,0.0,0,1222
164,1980,2024-12-26,42,1,worn,No reason,ineligible,979,Zara,Accessories,108.68,0.0,0,1022
165,6522,2025-09-22,13,1,new,No reason,eligible,3251,Prada,Dresses,1167.39,0.0,0,333
166,5638,2025-05-26,13,1,tried-on,Too large,ineligible,2829,Girlfriend Collective,Beauty,45.59,11.76,1,1129
167,5033,2025-06-21,39,1,new,Too large,ineligible,2522,Shein,Home,12.16,0.0,0,960
168,3762,2024-01-21,46,1,new,Defective,ineligible,1896,Shein,Accessories,13.1,2.21,1,506
169,4660,2024-10-18,49,1,new,Too small,ineligible,2343,Loewe,Lingerie,809.44,0.0,0,834
170,12658,2024-06-09,3,1,worn,Defective,ineligible,6342,Shein,Activewear,24.35,0.0,0,1120
171,12649,2024-07-06,28,1,tried-on,No reason,eligible,6337,H&M,Footwear,65.19,0.0,0,379
172,7338,2024-04-08,25,1,new,Changed mind,eligible,3651,Shein,Tops,29.82,0.0,0,1458
173,3140,2025-10-24,27,1,tried-on,Too small,eligible,1579,Girlfriend Collective,Jeans,62.4,0.0,0,1211
174,802,2024-07-05,2,1,tried-on,Wrong item,eligible,395,Girlfriend Collective,Outerwear,73.52,0.0,0,83
175,11073,2025-10-15,54,0,new,Too large,ineligible,5536,Gucci,Beauty,793.12,0.0,0,990
176,9698,2025-08-26,16,1,new,Too small,eligible,4824,Zara,Bags,85.42,0.0,0,795
177,5294,2024-12-06,17,1,tried-on,Defective,eligible,2659,Girlfriend Collective,Tops,70.93,7.33,1,242
178,12766,2024-05-16,13,1,new,Defective,eligible,6397,Girlfriend Collective,Activewear,86.14,0.0,0,244
179,9717,2025-01-01,12,1,new,No reason,eligible,4835,Loewe,Dresses,1434.66,0.0,0,1356
180,14724,2024-04-04,22,1,new,Too large,eligible,7380,Zara,Outerwear,104.98,29.81,1,431
181,9694,2024-09-28,54,0,new,Wrong item,ineligible,4823,Gucci,Activewear,973.17,0.0,0,946
182,2497,2025-05-31,49,1,new,Too large,ineligible,1245,Zara,Swimwear,51.48,15.14,1,149
183,10012,2025-05-04,42,1,new,Changed mind,ineligible,4989,Shein,Swimwear,18.37,0.0,0,992
184,8227,2025-05-22,52,1,new,No reason,ineligible,4103,H&M,Bags,28.59,1.56,1,1095
185,5355,2025-01-03,48,1,new,Defective,ineligible,2689,Shein,Footwear,10.72,3.42,1,1497
186,13492,2025-03-13,48,1,damaged,Too small,ineligible,6764,Under Armour,Beauty,99.86,12.25,1,819
187,12158,2025-07-17,39,1,new,Defective,ineligible,6090,Prada,Dresses,700.0,0.0,0,346
188,10982,2024-02-04,29,1,new,Too large,ineligible,5483,Loewe,Tops,1291.53,0.0,0,422
189,9129,2025-02-09,38,1,new,Too small,ineligible,4545,Urban Outfitters,Dresses,67.03,0.0,0,489
190,5051,2024-06-05,59,1,new,No reason,ineligible,2534,Girlfriend Collective,Bags,70.96,0.0,0,732
191,8154,2024-08-06,51,0,new,No reason,ineligible,4066,Zara,Jeans,15.57,3.42,1,1028
192,4915,2025-12-04,33,1,tried-on,Wrong item,ineligible,2465,Loewe,Lingerie,1036.4,0.0,0,428
193,13715,2025-02-19,23,1,tried-on,Too small,eligible,6878,Zara,Activewear,38.09,0.0,0,1105
194,11721,2025-07-09,8,1,new,Wrong item,eligible,5863,Chanel,Outerwear,3559.03,0.0,0,234
195,15266,2024-01-14,37,1,new,Wrong item,needs_review,7644,Urban Outfitters,Home,20.0,6.79,1,1122
196,10039,2025-10-05,12,1,new,Changed mind,ineligible,5004,Urban Outfitters,Beauty,20.0,0.0,0,353
197,15278,2025-02-22,6,1,new,Defective,eligible,7650,Chanel,Tops,1388.82,0.0,0,276
198,7583,2025-09-30,27,1,new,Wrong item,eligible,3781,Urban Outfitters,Swimwear,78.65,12.8,1,487
199,13106,2024-08-29,44,0,new,Changed mind,ineligible,6573,Loewe,Lingerie,607.42,0.0,0,1103
200,7289,2025-11-21,57,1,new,Wrong item,ineligible,3626,Gucci,Tops,1908.42,0.0,0,14
201,1268,2024-01-16,23,1,new,Changed mind,ineligible,620,Chanel,Bags,10000.0,0.0,0,809
202,7114,2025-11-23,22,1,new,Too large,eligible,3538,H&M,Swimwear,66.52,0.0,0,494
203,2352,2025-09-20,52,1,tried-on,Too large,ineligible,1170,Urban Outfitters,Accessories,38.4,7.17,1,125
204,8021,2025-09-01,7,1,tried-on,Too small,eligible,4001,Shein,Accessories,16.71,0.0,0,345
205,1870,2025-12-05,58,1,new,No reason,ineligible,921,Chanel,Lingerie,695.02,0.0,0,550
206,5698,2025-07-05,23,1,tried-on,No reason,ineligible,2857,Gucci,Tops,1150.36,0.0,0,1295
207,10707,2025-02-01,36,1,new,Too large,ineligible,5340,Loewe,Tops,1562.35,0.0,0,572
208,13610,2025-07-26,58,0,new,Changed mind,ineligible,6824,Prada,Home,554.84,0.0,0,861
209,9692,2025-02-24,6,1,new,Defective,eligible,4822,Gucci,Jeans,1300.99,0.0,0,347
210,13935,2025-01-26,44,0,new,No reason,ineligible,6985,Urban Outfitters,Footwear,96.19,0.0,0,583
211,1181,2024-06-09,34,1,new,Changed mind,ineligible,580,Gucci,Accessories,483.21,0.0,0,18
212,9671,2024-03-10,7,1,new,No reason,eligible,4814,Girlfriend Collective,Swimwear,80.03,7.41,1,1496
213,3480,2025-11-14,17,1,tried-on,Too small,eligible,1744,Zara,Outerwear,32.4,9.28,1,201
214,3124,2024-01-17,14,1,new,Wrong item,eligible,1570,Zara,Activewear,26.68,0.0,0,1173
215,2320,2024-09-20,31,1,tried-on,Defective,ineligible,1154,Chanel,Swimwear,924.17,0.0,0,1489
216,12868,2025-03-12,51,0,new,Defective,ineligible,6447,Shein,Footwear,35.48,0.0,0,976
217,642,2023-12-23,42,1,tried-on,Defective,ineligible,312,Zara,Tops,75.05,0.0,0,495
218,696,2025-06-06,0,1,worn,Wrong item,ineligible,338,Shein,Home,29.09,0.0,0,942
219,12893,2024-09-24,16,1,new,Too small,eligible,6463,Under Armour,Lingerie,83.92,18.31,1,204
220,13594,2025-04-22,12,1,tried-on,No reason,eligible,6818,Zara,Swimwear,53.04,0.0,0,1233
221,12373,2025-10-04,24,1,new,Too large,ineligible,6196,Loewe,Lingerie,787.25,0.0,0,85
222,4512,2024-10-25,5,1,new,Wrong item,eligible,2268,Girlfriend Collective,Swimwear,101.86,0.0,0,306
223,15610,2025-06-03,30,1,new,Too large,ineligible,7820,Loewe,Accessories,539.91,0.0,0,1279
224,3881,2025-09-23,57,1,new,Defective,ineligible,1957,Zara,Footwear,45.74,0.0,0,481
225,10647,2024-03-18,7,0,new,Wrong item,needs_review,5309,Loewe,Outerwear,3007.76,0.0,0,1017
226,12192,2024-12-21,8,1,new,Defective,eligible,6108,Zara,Dresses,74.76,0.0,0,241
227,6699,2025-05-11,6,1,damaged,Too large,ineligible,3332,Shein,Dresses,24.52,4.93,1,929
228,12242,2024-12-12,40,0,new,Changed mind,ineligible,6131,H&M,Tops,56.4,0.0,0,1066
229,5968,2025-08-17,5,1,worn,Too large,ineligible,2989,Loewe,Bags,1808.37,0.0,0,1048
230,4736,2025-07-24,9,1,new,Wrong item,eligible,2382,Urban Outfitters,Tops,45.5,0.0,0,88
231,7698,2024-09-10,31,0,new,Defective,needs_review,3836,Zara,Accessories,70.35,0.0,0,581
232,14498,2024-12-19,15,1,tried-on,Defective,needs_review,7265,Loewe,Swimwear,860.47,268.19,1,490
233,6145,2024-06-06,49,1,new,No reason,ineligible,3069,Zara,Swimwear,60.47,0.0,0,700
234,4504,2024-05-16,25,1,new,Wrong item,ineligible,2262,Gucci,Bags,2316.22,0.0,0,730
235,3000,2025-03-04,7,0,tried-on,Too small,needs_review,1499,Shein,Lingerie,6.99,0.0,0,552
236,11767,2024-06-27,25,1,damaged,No reason,ineligible,5889,Urban Outfitters,Footwear,44.95,11.57,1,1441
237,2619,2025-01-08,29,1,new,Wrong item,eligible,1311,Under Armour,Home,165.82,53.3,1,1162
238,9923,2025-03-14,34,1,new,Too large,needs_review,4936,H&M,Activewear,69.47,0.0,0,1490
239,2282,2025-09-23,8,1,new,No reason,eligible,1131,Under Armour,Footwear,121.16,0.0,0,1306
240,9376,2024-04-29,16,1,tried-on,No reason,needs_review,4662,Prada,Dresses,2500.0,0.0,0,1057
241,6930,2024-01-19,32,1,new,Changed mind,needs_review,3446,Girlfriend Collective,Accessories,99.56,0.0,0,625
242,2965,2025-03-01,9,1,tried-on,Too small,eligible,1482,Zara,Footwear,106.95,26.4,1,955
243,5735,2025-04-05,19,1,damaged,No reason,ineligible,2875,Gucci,Activewear,871.27,0.0,0,269
244,6493,2024-05-21,33,0,new,Defective,needs_review,3236,Girlfriend Collective,Jeans,86.17,0.0,0,63
245,15170,2025-02-27,5,0,worn,Changed mind,ineligible,7595,Zara,Activewear,19.04,0.0,0,809
246,4697,2025-09-08,31,1,new,Defective,needs_review,2364,Girlfriend Collective,Accessories,111.17,0.0,0,410
247,15664,2025-04-06,50,1,new,Too small,ineligible,7844,Chanel,Lingerie,861.95,0.0,0,341
248,713,2025-04-08,32,1,worn,Changed mind,ineligible,347,H&M,Tops,54.84,16.89,1,1358
249,9626,2024-09-21,39,1,new,Changed mind,ineligible,4789,Gucci,Footwear,786.45,0.0,0,1054
250,11557,2025-03-16,29,1,new,No reason,ineligible,5781,Prada,Bags,1985.61,0.0,0,1152
251,4966,2025-01-16,27,1,tried-on,No reason,ineligible,2491,Loewe,Dresses,1676.85,0.0,0,96
252,14795,2024-03-27,23,1,new,Changed mind,eligible,7412,Shein,Activewear,36.26,0.0,0,717
253,8528,2025-08-17,37,1,new,Wrong item,ineligible,4251,Loewe,Footwear,1208.77,0.0,0,61
254,8592,2024-07-05,37,1,new,Defective,needs_review,4284,H&M,Tops,51.13,0.0,0,1330
255,8427,2025-11-04,57,1,new,Too large,ineligible,4198,Urban Outfitters,Lingerie,52.81,16.41,1,519
256,9789,2025-12-17,45,1,worn,Defective,ineligible,4869,Under Armour,Jeans,109.06,0.0,0,26
